system,equipment,tagname,anomaly_count,h1_alarm_count,l1_alarm_count
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,10BAT01-911,0.0,0,12
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,10BAT01-912,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,10BAT01-913,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,10BAT01-914,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,10BAT01-915,0.0,7,5
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,10BAT01-916,0.0,0,12
#1 TURBINE SYSTEM,#1 GOVERNOR VALVE L1,10CBA01XQ92,0.0,12,0
#1 TURBINE SYSTEM,#1 GOVERNOR VALVE L1,10CBA01XQ93,0.0,12,0
#1 TURBINE SYSTEM,#1 GOVERNOR VALVE L1,10CBA01XQ95,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,10HAH21CT901,11.0,0,12
#1 BOILER SYSTEM,#1 LTSH,10HAH22CT901,11.0,0,12
#1 FEED WATER SYSTEM,#1 ELECTRIC FEED WATER PUMP A,10LAC20CT916,0.0,0,12
#1 FEED WATER SYSTEM,#1 HIGH PRESSURE HEATER 1,10LCH10CT901,0.0,12,0
#1 FEED WATER SYSTEM,#1 HIGH PRESSURE HEATER 2,10LCH20CT901,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 4,10LCJ40CT901,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 5,10LCJ50CT901,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 6,10LCJ60CT901,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 7,10LCJ70CT901,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,10MKA01-911,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,10MKA01-912,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,10MKA01-913,0.0,0,12
#1 GENERATOR SYSTEM,#1 GENERATOR,10MKA20CT801,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,10MKA20CT802,0.0,12,0
#1 CIRCULATING WATER SYSTEM,#1 TRAVELING SCREEN A,10PAB11LT901,0.0,12,0
#1 CIRCULATING WATER SYSTEM,#1 TRAVELING SCREEN B,10PAB12LT901,0.0,0,12
#1 TURBINE SYSTEM,#1 CONDENSOR,10PAB30CP902,0.0,12,0
#1 TURBINE SYSTEM,#1 CONDENSOR,10PAB31CP902,0.0,12,0
#1 TURBINE SYSTEM,#1 CONDENSOR,10PAB41CT901,0.0,12,0
#1 CCCW SYSTEM,#1 HE CCCW A,10PGB40CT901,0.0,0,12
#1 LIMESTONE INJECTION SYSTEM,#1 LIMESTONE INJECTION SYSTEM,KALTIM 0.SIGNAL.AI.10BFA07ACE001,0.0,0,12
#1 LIMESTONE INJECTION SYSTEM,#1 LIMESTONE INJECTION SYSTEM,KALTIM 0.SIGNAL.AI.10BFB07ACE001,0.0,0,12
#1 LIMESTONE INJECTION SYSTEM,#1 LIMESTONE INJECTION SYSTEM,KALTIM 0.SIGNAL.AI.10EDD10CP101,0.0,0,12
#1 BOILER SYSTEM,#1 LTSH,KALTIM 0.SIGNAL.AI.10GUA10CQ101,0.0,0,12
#1 BOILER SYSTEM,#1 LTSH,KALTIM 0.SIGNAL.AI.10GUA20CQ103,0.0,0,12
#1 CONDENSATE WATER SYSTEM,#1 DEAERATOR,KALTIM 0.SIGNAL.AI.10GUB10CQ101,0.0,0,12
#1 CONDENSATE WATER SYSTEM,#1 DEAERATOR,KALTIM 0.SIGNAL.AI.10GUB20CQ101,0.0,0,12
#1 BOILER SYSTEM,#1 STEAM DRUM,KALTIM 0.SIGNAL.AI.10GUE10CQ101,0.0,0,12
#1 BOILER SYSTEM,#1 STEAM DRUM,KALTIM 0.SIGNAL.AI.10GUE10CQ102,0.0,0,12
#1 BOILER SYSTEM,#1 STEAM DRUM,KALTIM 0.SIGNAL.AI.10GUE10CQ103,0.0,0,12
#1 COAL FEEDING SYSTEM,#1 COAL BUNKER A,KALTIM 0.SIGNAL.AI.10HFA10CL101,3.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL BUNKER B,KALTIM 0.SIGNAL.AI.10HFA20CL101,2.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL BUNKER C,KALTIM 0.SIGNAL.AI.10HFA30CL101,2.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL BUNKER D,KALTIM 0.SIGNAL.AI.10HFA40CL101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL BUNKER E,KALTIM 0.SIGNAL.AI.10HFA50CL101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL BUNKER F,KALTIM 0.SIGNAL.AI.10HFA60CL101,0.0,12,0
#1 FLUE GAS SYSTEM,#1 STACK,KALTIM 0.SIGNAL.AI.10HNA30CQ101,0.0,12,0
#1 FLUE GAS SYSTEM,#1 STACK,KALTIM 0.SIGNAL.AI.10HNA30CQ103,0.0,0,12
#1 FLUE GAS SYSTEM,#1 STACK,KALTIM 0.SIGNAL.AI.10HNA30CQ104,0.0,0,12
#1 FLUE GAS SYSTEM,#1 STACK,KALTIM 0.SIGNAL.AI.10HNA30CQ105,0.0,12,0
#1 FLUE GAS SYSTEM,#1 STACK,KALTIM 0.SIGNAL.AI.10HNA30CQ106,0.0,12,0
#1 FLUE GAS SYSTEM,#1 STACK,KALTIM 0.SIGNAL.AI.10HNA30CT101,0.0,12,0
#1 CIRCULATING WATER SYSTEM,#1 TRASH RACK,KALTIM 0.SIGNAL.AI.10PAB11LT101,0.0,12,0
#1 CIRCULATING WATER SYSTEM,#1 TRASH RACK,KALTIM 0.SIGNAL.AI.10PAB12LT101,0.0,0,12
#1 CIRCULATING WATER SYSTEM,#1 TRAVELING SCREEN A,KALTIM 0.SIGNAL.AI.10PAB21LT102,0.0,0,12
#1 CIRCULATING WATER SYSTEM,#1 TRAVELING SCREEN B,KALTIM 0.SIGNAL.AI.10PAB22LT102,0.0,0,12
#1 CIRCULATING WATER SYSTEM,#1 CIRCULATING WATER PUMP 1A,KALTIM 0.SIGNAL.AI.10PAB41AP001XQ01,0.0,12,0
#1 CIRCULATING WATER SYSTEM,#1 CIRCULATING WATER PUMP 1A,KALTIM 0.SIGNAL.AI.10PAB41CF101,0.0,12,0
#1 CIRCULATING WATER SYSTEM,#1 CIRCULATING WATER PUMP 1A,KALTIM 0.SIGNAL.AI.10PAB41CP111,0.0,12,0
#1 CIRCULATING WATER SYSTEM,#1 CIRCULATING WATER PUMP 1A,KALTIM 0.SIGNAL.AI.10PAB41CY101X,0.0,0,12
#1 CIRCULATING WATER SYSTEM,#1 CIRCULATING WATER PUMP 1A,KALTIM 0.SIGNAL.AI.10PAB41CY101Y,0.0,0,12
#1 CIRCULATING WATER SYSTEM,#1 CIRCULATING WATER PUMP 1B,KALTIM 0.SIGNAL.AI.10PAB42AP001XQ01,0.0,12,0
#1 CIRCULATING WATER SYSTEM,#1 CIRCULATING WATER PUMP 1B,KALTIM 0.SIGNAL.AI.10PAB42CF101,11.0,12,0
#1 CIRCULATING WATER SYSTEM,#1 CIRCULATING WATER PUMP 1B,KALTIM 0.SIGNAL.AI.10PAB42CP111,0.0,12,0
#1 CIRCULATING WATER SYSTEM,#1 CIRCULATING WATER PUMP 1B,KALTIM 0.SIGNAL.AI.10PAB42CT114,11.0,0,0
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,KALTIM1.SIGNAL.AI.10BAT01CE001,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,KALTIM1.SIGNAL.AI.10BAT01CE002,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,KALTIM1.SIGNAL.AI.10BAT01CE003,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,KALTIM1.SIGNAL.AI.10BAT01CE007,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,KALTIM1.SIGNAL.AI.10BAT01CE009,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,KALTIM1.SIGNAL.AI.10BAT01CE011,0.0,0,12
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,KALTIM1.SIGNAL.AI.10BAT01CE012,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR TRANSFORMER,KALTIM1.SIGNAL.AI.10BAT01CE013,0.0,12,0
#1 POWER TRANSFORMER SYSTEM,#1 UNIT AUXILIARY TRANFORMER,KALTIM1.SIGNAL.AI.10BBT01CE001,0.0,12,0
#1 POWER TRANSFORMER SYSTEM,#1 UNIT AUXILIARY TRANFORMER,KALTIM1.SIGNAL.AI.10BBT01CE002,0.0,12,0
#1 POWER TRANSFORMER SYSTEM,#1 UNIT AUXILIARY TRANFORMER,KALTIM1.SIGNAL.AI.10BBT01CE011,0.0,12,0
#1 POWER TRANSFORMER SYSTEM,#1 UNIT AUXILIARY TRANFORMER,KALTIM1.SIGNAL.AI.10BBT01CE012,0.0,12,0
#1 POWER TRANSFORMER SYSTEM,#1 UNIT AUXILIARY TRANFORMER,KALTIM1.SIGNAL.AI.10BBT01CE013,0.0,12,0
#1 ASH HANDLING SYSTEM,#1 SLAG SILO,KALTIM1.SIGNAL.AI.10EEA10CP101,0.0,12,0
#1 LIMESTONE INJECTION SYSTEM,#1 LIMESTONE INJECTION SYSTEM,KALTIM1.SIGNAL.AI.10EQH10CL101,0.0,12,0
#1 LIMESTONE INJECTION SYSTEM,#1 LIMESTONE INJECTION SYSTEM,KALTIM1.SIGNAL.AI.10EQH10CP101,0.0,0,12
#1 LIMESTONE INJECTION SYSTEM,#1 LIMESTONE INJECTION SYSTEM,KALTIM1.SIGNAL.AI.10EQH10CP102,0.0,0,12
#1 FUEL OIL SYSTEM,#1 FUEL OIL SYSTEM,KALTIM1.SIGNAL.AI.10ERB10CF101,0.0,12,0
#1 FUEL OIL SYSTEM,#1 FUEL OIL SYSTEM,KALTIM1.SIGNAL.AI.10ERB10CP101,0.0,0,12
#1 FUEL OIL SYSTEM,#1 FUEL OIL SYSTEM,KALTIM1.SIGNAL.AI.10ERB10CP102,0.0,12,0
#1 FUEL OIL SYSTEM,#1 FUEL OIL SYSTEM,KALTIM1.SIGNAL.AI.10ERB20CF101,0.0,12,0
#1 ASH HANDLING SYSTEM,#1 SLAG SILO,KALTIM1.SIGNAL.AI.10ETE10CL101,0.0,12,0
#1 ASH HANDLING SYSTEM,#1 SLAG SILO,KALTIM1.SIGNAL.AI.10ETE30CL101,0.0,0,12
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HBK11CP101,0.0,0,12
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HBK11CP103,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HBK21CP101,0.0,0,12
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HBK21CP102,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.AI.10HBK31CP102,0.0,0,12
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.AI.10HBK31CP103,0.0,0,12
#1 AIR SYSTEM,#1 AIR HEATER,KALTIM1.SIGNAL.AI.10HBK31CQ101,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.AI.10HBK41CP102,0.0,0,12
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.AI.10HBK41CP103,0.0,0,12
#1 BOILER SYSTEM,#1 SOOT BLOWER,KALTIM1.SIGNAL.AI.10HCB10AA101XQ12,0.0,0,12
#1 BOILER SYSTEM,#1 SOOT BLOWER,KALTIM1.SIGNAL.AI.10HCB10CP101,0.0,12,0
#1 ASH HANDLING SYSTEM,#1 SLAG COOLER A,KALTIM1.SIGNAL.AI.10HDA10AN001XQ12,0.0,12,0
#1 ASH HANDLING SYSTEM,#1 SLAG COOLER B,KALTIM1.SIGNAL.AI.10HDA20AN001XQ12,0.0,12,0
#1 ASH HANDLING SYSTEM,#1 SLAG COOLER C,KALTIM1.SIGNAL.AI.10HDA30AN001XQ12,5.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.AI.10HDF11CP102,0.0,0,12
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.AI.10HDF11CP103,0.0,0,12
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.AI.10HDF21CP102,0.0,0,12
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.AI.10HDF21CP103,0.0,0,12
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER A,KALTIM1.SIGNAL.AI.10HEW10CP101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER A,KALTIM1.SIGNAL.AI.10HEW11CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER B,KALTIM1.SIGNAL.AI.10HEW12CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER C,KALTIM1.SIGNAL.AI.10HEW13CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER D,KALTIM1.SIGNAL.AI.10HEW14CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER E,KALTIM1.SIGNAL.AI.10HEW15CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER F,KALTIM1.SIGNAL.AI.10HEW16CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER A,KALTIM1.SIGNAL.AI.10HFB10AA002XQ12,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER A,KALTIM1.SIGNAL.AI.10HFB10AF001XQ02,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER B,KALTIM1.SIGNAL.AI.10HFB20AA002XQ12,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER B,KALTIM1.SIGNAL.AI.10HFB20AF001XQ02,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER C,KALTIM1.SIGNAL.AI.10HFB30AA002XQ12,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER C,KALTIM1.SIGNAL.AI.10HFB30AF001XQ02,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER D,KALTIM1.SIGNAL.AI.10HFB40AA002XQ12,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER D,KALTIM1.SIGNAL.AI.10HFB40AF001XQ02,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER E,KALTIM1.SIGNAL.AI.10HFB50AA002XQ12,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER E,KALTIM1.SIGNAL.AI.10HFB50AF001XQ02,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER F,KALTIM1.SIGNAL.AI.10HFB60AA002XQ12,0.0,0,12
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER F,KALTIM1.SIGNAL.AI.10HFB60AF001XQ02,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 CFB FAN A,KALTIM1.SIGNAL.AI.10HFE10AN001XQ01,0.0,0,12
#1 COAL FEEDING SYSTEM,#1 CFB FAN A,KALTIM1.SIGNAL.AI.10HFE10CP101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 CFB FAN A,KALTIM1.SIGNAL.AI.10HFE10CY101,0.0,0,12
#1 COAL FEEDING SYSTEM,#1 CFB FAN A,KALTIM1.SIGNAL.AI.10HFE10CY102,0.0,0,12
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER A,KALTIM1.SIGNAL.AI.10HFE11CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER A,KALTIM1.SIGNAL.AI.10HFE12CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 CFB FAN B,KALTIM1.SIGNAL.AI.10HFE20AN001XQ01,0.0,0,12
#1 COAL FEEDING SYSTEM,#1 CFB FAN B,KALTIM1.SIGNAL.AI.10HFE20CP101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 CFB FAN B,KALTIM1.SIGNAL.AI.10HFE20CY101,0.0,0,12
#1 COAL FEEDING SYSTEM,#1 CFB FAN B,KALTIM1.SIGNAL.AI.10HFE20CY102,0.0,0,12
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER B,KALTIM1.SIGNAL.AI.10HFE21CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER B,KALTIM1.SIGNAL.AI.10HFE22CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 CFB FAN A,KALTIM1.SIGNAL.AI.10HFE30CP101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER C,KALTIM1.SIGNAL.AI.10HFE31CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER C,KALTIM1.SIGNAL.AI.10HFE32CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER D,KALTIM1.SIGNAL.AI.10HFE41CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER D,KALTIM1.SIGNAL.AI.10HFE42CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER E,KALTIM1.SIGNAL.AI.10HFE51CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER E,KALTIM1.SIGNAL.AI.10HFE52CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER F,KALTIM1.SIGNAL.AI.10HFE61CF101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 COAL FEEDER F,KALTIM1.SIGNAL.AI.10HFE62CF101,0.0,12,0
#1 AIR SYSTEM,#1 AIR HEATER,KALTIM1.SIGNAL.AI.10HHL01CP101,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL02AA101XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL02AA102XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL02AA103XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL03AA101XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL03AA102XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL03AA103XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL05AA101XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL05AA102XQ12,0.0,0,12
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL06AA101XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL06AA102XQ12,0.0,12,0
#1 AIR SYSTEM,#1 AIR HEATER,KALTIM1.SIGNAL.AI.10HHL10CP101,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL11AA101XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL12AA101XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL13AA101XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL14AA101XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL21AA101XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL22AA101XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL23AA101XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL24AA101XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJA11CB101,0.0,0,12
#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJA11CB102,1.0,12,0
#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJA11CB103,0.0,0,12
#1 BOILER SYSTEM,#1 BURNER B,KALTIM1.SIGNAL.AI.10HJA12CB101,0.0,0,12
#1 BOILER SYSTEM,#1 BURNER B,KALTIM1.SIGNAL.AI.10HJA12CB102,0.0,0,12
#1 BOILER SYSTEM,#1 BURNER B,KALTIM1.SIGNAL.AI.10HJA12CB103,0.0,0,12
#1 BOILER SYSTEM,#1 BURNER C,KALTIM1.SIGNAL.AI.10HJA13CB101,0.0,12,0
#1 BOILER SYSTEM,#1 BURNER C,KALTIM1.SIGNAL.AI.10HJA13CB102,0.0,0,12
#1 BOILER SYSTEM,#1 BURNER C,KALTIM1.SIGNAL.AI.10HJA13CB103,0.0,0,12
#1 BOILER SYSTEM,#1 BURNER D,KALTIM1.SIGNAL.AI.10HJA14CB101,0.0,0,12
#1 BOILER SYSTEM,#1 BURNER D,KALTIM1.SIGNAL.AI.10HJA14CB102,0.0,0,12
#1 BOILER SYSTEM,#1 BURNER D,KALTIM1.SIGNAL.AI.10HJA14CB103,0.0,0,12
#1 BOILER SYSTEM,#1 LOWER BURNER A,KALTIM1.SIGNAL.AI.10HJA21CB101,0.0,12,0
#1 BOILER SYSTEM,#1 LOWER BURNER A,KALTIM1.SIGNAL.AI.10HJA21CB102,0.0,0,12
#1 BOILER SYSTEM,#1 LOWER BURNER A,KALTIM1.SIGNAL.AI.10HJA21CB103,0.0,0,12
#1 BOILER SYSTEM,#1 LOWER BURNER B,KALTIM1.SIGNAL.AI.10HJA22CB101,0.0,12,0
#1 BOILER SYSTEM,#1 LOWER BURNER B,KALTIM1.SIGNAL.AI.10HJA22CB102,0.0,0,12
#1 BOILER SYSTEM,#1 LOWER BURNER B,KALTIM1.SIGNAL.AI.10HJA22CB103,0.0,0,12
#1 BOILER SYSTEM,#1 LOWER BURNER C,KALTIM1.SIGNAL.AI.10HJA23CB101,0.0,0,12
#1 BOILER SYSTEM,#1 LOWER BURNER C,KALTIM1.SIGNAL.AI.10HJA23CB102,0.0,0,12
#1 BOILER SYSTEM,#1 LOWER BURNER C,KALTIM1.SIGNAL.AI.10HJA23CB103,0.0,0,12
#1 BOILER SYSTEM,#1 LOWER BURNER D,KALTIM1.SIGNAL.AI.10HJA24CB101,0.0,12,0
#1 BOILER SYSTEM,#1 LOWER BURNER D,KALTIM1.SIGNAL.AI.10HJA24CB102,0.0,0,12
#1 BOILER SYSTEM,#1 LOWER BURNER D,KALTIM1.SIGNAL.AI.10HJA24CB103,1.0,12,0
#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJF10CP101,0.0,0,12
#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJF10CP102,0.0,12,0
#1 BOILER SYSTEM,#1 LOWER BURNER A,KALTIM1.SIGNAL.AI.10HJF20CP101,0.0,0,12
#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJS10AA101XQ12,0.0,0,12
#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJS10CP101,0.0,0,12
#1 BOILER SYSTEM,#1 LOWER BURNER A,KALTIM1.SIGNAL.AI.10HJS20AA101XQ12,0.0,12,0
#1 BOILER SYSTEM,#1 LOWER BURNER A,KALTIM1.SIGNAL.AI.10HJS20CP101,0.0,12,0
#1 AIR SYSTEM,#1 PA FAN A,KALTIM1.SIGNAL.AI.10HLA10CP101,0.0,12,0
#1 AIR SYSTEM,#1 PA FAN A,KALTIM1.SIGNAL.AI.10HLA10CP102,0.0,12,0
#1 AIR SYSTEM,#1 PA FAN B,KALTIM1.SIGNAL.AI.10HLA20CP101,0.0,12,0
#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.AI.10HLA30CP101,0.0,12,0
#1 AIR SYSTEM,#1 AIR HEATER,KALTIM1.SIGNAL.AI.10HLA30CP102,0.0,12,0
#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.AI.10HLA40CP101,0.0,12,0
#1 AIR SYSTEM,#1 PA FAN A,KALTIM1.SIGNAL.AI.10HLB10AA101XQ12,0.0,12,0
#1 AIR SYSTEM,#1 PA FAN A,KALTIM1.SIGNAL.AI.10HLB10AN001XQ01,0.0,12,0
#1 AIR SYSTEM,#1 PA FAN B,KALTIM1.SIGNAL.AI.10HLB20AA101XQ12,0.0,12,0
#1 AIR SYSTEM,#1 PA FAN B,KALTIM1.SIGNAL.AI.10HLB20AN001XQ01,0.0,12,0
#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.AI.10HLB30AA101XQ12,0.0,12,0
#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.AI.10HLB30AN001XQ01,0.0,12,0
#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.AI.10HLB40AA101XQ12,0.0,12,0
#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.AI.10HLB40AN001XQ01,0.0,12,0
#1 FLUE GAS SYSTEM,#1 ID FAN A,KALTIM1.SIGNAL.AI.10HNA10AA101XQ12,0.0,12,0
#1 AIR SYSTEM,#1 AIR HEATER,KALTIM1.SIGNAL.AI.10HNA10AA102XQ12,0.0,12,0
#1 FLUE GAS SYSTEM,#1 ID FAN A,KALTIM1.SIGNAL.AI.10HNA10CP101,0.0,0,12
#1 FLUE GAS SYSTEM,#1 ID FAN A,KALTIM1.SIGNAL.AI.10HNA10CP102,0.0,0,12
#1 FLUE GAS SYSTEM,#1 ID FAN B,KALTIM1.SIGNAL.AI.10HNA20AA101XQ12,0.0,12,0
#1 AIR SYSTEM,#1 AIR HEATER,KALTIM1.SIGNAL.AI.10HNA20AA102XQ12,0.0,12,0
#1 FLUE GAS SYSTEM,#1 ID FAN B,KALTIM1.SIGNAL.AI.10HNA20CP101,0.0,0,12
#1 FLUE GAS SYSTEM,#1 ID FAN B,KALTIM1.SIGNAL.AI.10HNA20CP102,0.0,0,12
#1 FLUE GAS SYSTEM,#1 STACK,KALTIM1.SIGNAL.AI.10HNA30CF101,0.0,0,12
#1 FLUE GAS SYSTEM,#1 STACK,KALTIM1.SIGNAL.AI.10HNA30CQ103XQ01,0.0,0,12
#1 FLUE GAS SYSTEM,#1 STACK,KALTIM1.SIGNAL.AI.10HNA30CQ103XQ02,0.0,0,12
#1 FLUE GAS SYSTEM,#1 ID FAN A,KALTIM1.SIGNAL.AI.10HNC10AN001XQ01,0.0,12,0
#1 FLUE GAS SYSTEM,#1 ID FAN B,KALTIM1.SIGNAL.AI.10HNC20AN001XQ01,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 DEAERATOR,KALTIM1.SIGNAL.AI.10LAA01CL101,0.0,12,0
